Category & Name of the Shareholders,No. of shareholder,No. of fully paid up equity shares held,Total no. shares held,"Shareholding % calculated as per SCRR, 1957 As a % of (A+B+C2)",No. of Voting Rights,Total as a % of Total Voting right,No. of equity shares held in dematerialized form(Not Applicable),Script,ScriptCode,marketCap,No. of Shares Underlying Outstanding convertible securities (including Warrants),"Total shareholding , as a % assuming full conversion of convertible securities ( as a percentage of diluted share capital)",No.(a),As a % of total Shares held(b),Partly paid-up equity shares held,Total as a % of (A+B+C),Amount Invested (in Cr),Total Investment by Shareholder
NIMESH SHAMBHULAL JOSHI,1,300125,300125.0,1.03,300125.0,1.03,300125.0,AZADIND,504731,397.68,1600000.0,3.87,,0.0,,,4.096104,4.096104
BELA HIMANSHU SHAH,1,7000000,7000000.0,3.66,7000000.0,3.66,7000000.0,SAMBHAAV,511630,111.8,,,,,,,4.09188,4.09188
Nilesh Pramod Bafna,1,312658,312658.0,2.38,312658.0,2.38,312658.0,CAPRIHANS,509486,171.92,,2.38,,0.0,,,4.091696,4.091696
TANAISHA DEVANG VYAS,1,572404,572404.0,1.23,572404.0,1.23,572404.0,ALSL,535916,332.64,,,,0.0,,,4.091472,4.091472
PRAFUL MAHENDRA BHUSARI,1,361611,361611.0,1.11,361611.0,1.11,361611.0,DJML,543193,368.04,,,,0.0,,,4.085244,4.085244
SUHASBHAI VADILAL MEHTA,1,147280,147280.0,2.33,147280.0,2.33,147280.0,SAYAJIIND,540728,175.06,,,,,,,4.078898000000001,4.078898000000001
KAVITA SONI,1,151425,151425.0,1.02,151425.0,1.02,,IZMO,532341,399.26,,,,0.0,,,4.072452,4.072452
AMIT BHADADA,1,695384,695384.0,1.09,695384.0,1.09,695384.0,SRD,542232,373.31,,,,,,,4.069079,4.069079
Minesh Madhusudan Soni,1,520947,520947.0,3.82,520947.0,3.82,520947.0,AUSOMENT,509009,106.4,,,,,,,4.06448,4.06448
Vikram Gupta,1,65500,65500.0,1.0,65500.0,1.0,65500.0,UCIL,541358,406.01,,0.79,65500.0,100.0,,,4.0601,4.0601
Niraj Harsukhlal Sanghavi,1,6403574,6403574.0,5.92,6403574.0,5.92,6403574.0,KBSINDIA,530357,68.5,,,,,,,4.0552,4.0552
ARUNA SUBHASHCHANDRA KALARIYA,1,161104,161104.0,1.24,161104.0,1.24,161101.0,ARIES,532935,326.8,,,,,,,4.05232,4.05232
NITIN SATYANARAYAN TOSHNIWAL,1,300000,300000.0,3.0,300000.0,3.0,300000.0,SIZEMASTER,513496,135.0,,,,,,,4.05,4.05
BALDAWA SUDHANSHU RAJESH,1,300000,300000.0,3.0,300000.0,3.0,300000.0,SIZEMASTER,513496,135.0,,,,,,,4.05,4.05
VIDHI DATA,1,42300,42300.0,1.32,42300.0,1.32,,VIJSOLX,531069,306.76,,,,,,,4.049232,4.049232
Ajay Surendrabhai Patel,1,1720345,1720345.0,1.3,1720345.0,1.3,1720345.0,DRCSYSTEMS,543268,311.43,,,,,,,4.048590000000001,4.048590000000001
Parameshwari Devi Kakkar .,1,363325,363325.0,1.85,363325.0,1.85,363325.0,GARNETINT,512493,218.73,,,,0.0,,,4.046505000000001,4.046505000000001
VEENA KUMARI TANDON,1,700000,700000.0,1.14,700000.0,1.14,700000.0,SINGER,505729,354.64,,,,0.0,,,4.042895999999999,4.042895999999999
SURESHCHANDRA NATHALAL PATEL,1,6470120,6470120.0,1.45,6470120.0,1.45,6470120.0,EXXARO,543327,278.29,,,,,,,4.035205,4.035205
Sangeetha S.,1,273840,273840.0,3.81,273840.0,3.81,273840.0,DEEPAKSP,514030,105.65,,,,,,,4.025265,4.025265
N. PRAMODH KUMAR,1,260902,260902.0,3.16,260902.0,3.16,260902.0,PRITHVIEXCH,531688,127.33,,,,,,,4.023628,4.023628
Jasmin Purnachandra Mehta,1,132050,132050.0,3.41,132050.0,3.41,132050.0,PADAMCO,531395,117.8,,,,,,,4.016979999999999,4.016979999999999
MUNESH HOTILAL THAKUR,1,1088575,1088575.0,2.33,1088575.0,2.33,1088575.0,INCREDIBLE,538365,172.28,,,,,,,4.014124,4.014124
Asha Mittal,1,313959,313959.0,1.75,313959.0,1.75,313959.0,SHRIGANG,523309,229.06,,,,,,,4.0085500000000005,4.0085500000000005
BHAVIN YASHODHAN MEHTA,1,1000000,1000000.0,1.94,1000000.0,1.94,1000000.0,ECOHOTELS,514402,77.21,,,,0.0,,,1.497874,4.008052
BHAVIN YASHODHAN MEHTA,1,157171,157171.0,1.46,157171.0,1.46,157171.0,AVROIND,543512,171.93,,1.4,157171.0,100.0,,,2.510178,4.008052
ANJANA BANGAD,1,551844,551844.0,2.47,551844.0,2.47,551844.0,7SEASL,540874,162.26,,,286258.0,51.87,,,4.007822,4.007822
P P ZIBI JOSE,1,126614,126614.0,2.08,126614.0,2.08,126614.0,STANPACK,530931,10.06,,,,,,,0.209248,4.004333
P P ZIBI JOSE,1,87225,87225.0,1.78,87225.0,1.78,87225.0,SURYVANSP,514140,11.72,,,,,,,0.208616,4.004333
P P ZIBI JOSE,1,77910,77910.0,1.54,77910.0,1.54,77910.0,TIGLOB,522294,76.19,,,,,,,1.173326,4.004333
P P ZIBI JOSE,1,102454,102454.0,1.3,102454.0,1.3,102454.0,ROOPAIND,530991,44.75,,,,,,,0.5817500000000001,4.004333
P P ZIBI JOSE,1,28470,28470.0,1.19,28470.0,1.19,28470.0,SALAUTO,539353,145.13,,,,,,,1.7270469999999998,4.004333
P P ZIBI JOSE,1,45622,45622.0,1.02,45622.0,1.23,45622.0,EUROLED,526468,10.23,,,,,,,0.104346,4.004333
Priyanka Shwetkumar Koradiya,1,469462,469462.0,1.08,469462.0,1.08,469462.0,VALIANTLAB,543998,370.76,,,,0.0,,,4.004208,4.004208
AARTI SINGAL,1,1000000,1000000.0,5.06,1000000.0,5.06,,MYSTICELE,535205,45.54,,,1000000.0,100.0,,,2.304324,4.001306
AARTI SINGAL,1,900000,900000.0,4.15,900000.0,4.15,,MUKTA,535204,7.78,,,900000.0,100.0,,,0.32287,4.001306
AARTI SINGAL,1,215934,215934.0,1.69,215934.0,1.69,215934.0,JMJFIN,538834,31.68,,,,0.0,,,0.535392,4.001306
AARTI SINGAL,1,55380,55380.0,1.34,55380.0,1.34,55380.0,VOLLF,509038,5.0,,,,,,,0.067,4.001306
AARTI SINGAL,1,4506231,4506231.0,1.23,4506231.0,1.23,4506231.0,GREENCREST,531737,26.32,,,,,,,0.323736,4.001306
AARTI SINGAL,1,600000,600000.0,1.08,600000.0,1.08,600000.0,BLUECHIP,531936,41.48,,,,,,,0.447984,4.001306
SRINIVAS RAJU D,1,747600,747600.0,1.01,747600.0,1.01,,MEGASOFT,532408,396.15,,,,,,,4.001115,4.001115
TRINA DEVANG VYAS,1,560473,560473.0,1.2,560473.0,1.2,560473.0,ALSL,535916,332.64,,,,0.0,,,3.99168,3.99168
ANURADHA BANGAD,1,550200,550200.0,2.46,550200.0,2.46,550200.0,7SEASL,540874,162.26,,,286200.0,52.02,,,3.991596,3.991596
SUSHMA BANGAD,1,550200,550200.0,2.46,550200.0,2.46,550200.0,7SEASL,540874,162.26,,,286200.0,52.02,,,3.991596,3.991596
SHEELA BANGAD,1,550200,550200.0,2.46,550200.0,2.46,550200.0,7SEASL,540874,162.26,,,286200.0,52.02,,,3.991596,3.991596
PRANALI BANGAD,1,550200,550200.0,2.46,550200.0,2.46,550200.0,7SEASL,540874,162.26,,,286200.0,52.02,,,3.991596,3.991596
Tushar Vasant Puranik,1,304902,304902.0,2.32,304902.0,2.32,304902.0,CAPRIHANS,509486,171.92,,2.32,,0.0,,,3.988544,3.988544
SRISHTI PARTH MEHTA,1,709350,709350.0,2.23,709350.0,2.23,709350.0,AARTECH,542580,178.61,,,,,,,3.983003000000001,3.983003000000001
Saroj Gupta,1,6022196,6022196.0,10.05,6022196.0,10.05,6022196.0,SRUSTEELS,540914,36.56,,,,,,,3.67428,3.974476000000001
Saroj Gupta,1,158874,158874.0,2.99,158874.0,2.99,158874.0,GKCONS,531758,10.04,,,,0.0,,,0.300196,3.974476000000001
LAVEN KUMAR GOYAL,1,661684,661684.0,2.84,661684.0,2.84,661684.0,MODAIRY,519287,128.45,,,,0.0,,,3.64798,3.964924
LAVEN KUMAR GOYAL,1,195672,195672.0,1.42,195672.0,1.42,195672.0,MDRNSTL,513303,22.32,,,,,,,0.316944,3.964924
AVANI JASMIN AJMERA,1,1029635,1029635.0,5.19,1029635.0,5.19,1029635.0,RAYALEMA,526640,76.37,,,,0.0,,,3.963603,3.963603
MANISHA PINCHA,1,203307,203307.0,1.42,203307.0,1.42,203307.0,NTCIND,526723,279.08,,1.4,,0.0,,,3.962936,3.962936
VIJAY MOHAN GOVILA,1,250000,250000.0,3.84,250000.0,3.84,250000.0,RETAIL,544197,26.1,,1.75,,0.0,,,1.00224,3.9624
VIJAY MOHAN GOVILA,1,2394000,2394000.0,2.8,2394000.0,2.8,2394000.0,JHS,532771,105.72,,2.68,,0.0,,,2.96016,3.9624
Pradip Bhaumick,1,298698,298698.0,1.15,298698.0,1.15,298698.0,GEE,504028,342.79,,,,,,,3.942085,3.942085
ANIL JAIN,1,400000,400000.0,1.87,400000.0,1.87,400000.0,GILLANDERS,532716,210.76,,,,,,,3.941212,3.941212
KSHITI RISHIT MANIAR,1,4907914,4907914.0,11.01,4907914.0,11.01,4907914.0,SIKOZY,524642,5.17,,,,,,,0.569217,3.937153
KSHITI RISHIT MANIAR,1,2325000,2325000.0,1.04,2325000.0,1.04,2325000.0,NAVKARURB,531494,323.84,,,,0.0,,,3.367936,3.937153
RHUCHA URVEESH SHAH,1,137000,137000.0,1.01,137000.0,1.01,137000.0,DCI,543636,389.21,,0.84,,,,,3.931021,3.931021
VIJAY LAXMI JAIN,1,250000,250000.0,2.5,250000.0,2.5,,AGRIBIO,539546,157.1,,2.3,250000.0,100.0,,,3.9275,3.9275
GAURAV CHANDRAKANT SHAH,1,900000,900000.0,17.95,900000.0,17.95,900000.0,SKRABUL,531506,16.91,,,,,,,3.035345,3.925008
GAURAV CHANDRAKANT SHAH,1,1863332,1863332.0,1.86,1863332.0,1.86,1863332.0,WINPRO,531337,32.09,,,,,,,0.5968740000000001,3.925008
GAURAV CHANDRAKANT SHAH,1,1808660,1808660.0,1.51,1808660.0,1.51,1808660.0,SATTVASUKU,539519,19.39,,,,,,,0.292789,3.925008
DHRUV KAKANI,1,511000,511000.0,1.15,511000.0,1.15,511000.0,OILCOUNTUB,500313,341.3,,0.88,,0.0,,,3.92495,3.92495
SANAGARI KONDAL REDDY,1,500000,500000.0,1.35,500000.0,1.35,500000.0,OXYGENTAPH,524636,290.47,,,,0.0,,,3.921345000000001,3.921345000000001
SATYANARAYANA REDDY BANDI,1,500000,500000.0,1.35,500000.0,1.35,500000.0,OXYGENTAPH,524636,290.47,,,500000.0,100.0,,,3.921345000000001,3.921345000000001
G LAKSHMI ARUNA,1,1800000,1800000.0,2.4,1800000.0,2.4,1800000.0,ODYCORP,531996,162.86,,1.85,,0.0,,,3.908640000000001,3.908640000000001
DEEPAK BALKRISHNA LOKARE,1,2700000,2700000.0,13.88,2700000.0,13.88,2700000.0,VENTURA,516098,28.11,,,,,,,3.901668,3.901668
BALAJISINGH BONDILI,1,261014,506619.0,1.28,261014.0,1.09,506619.0,SHINDL,519397,304.2,,,,,245605.0,,3.89376,3.89376
LEELADHAR DEVJIBHAI BHAVANI,1,275100,275100.0,1.2,275100.0,1.2,275100.0,BARODARY,500270,324.42,,,,,,,3.89304,3.89304
DEVJIBHAI RAMJIBHAI PATEL,1,275100,275100.0,1.2,275100.0,1.2,275100.0,BARODARY,500270,324.42,,,,,,,3.89304,3.89304
SUMITA MISHRA,1,421802,421802.0,19.32,421802.0,19.32,421802.0,DECANBRG,505703,20.12,,,,,,,3.887184,3.887184
SHIVAM GOYAL,1,514614,514614.0,1.33,514614.0,1.33,514614.0,UFO,539141,292.2,,,,,,,3.88626,3.88626
ROHIT GUPTA,1,70679,70679.0,4.91,70679.0,4.91,70679.0,ASSAMENT,542911,77.32,,,,,,,3.796412,3.885882
ROHIT GUPTA,1,250000,250000.0,1.15,250000.0,1.15,,MUKTA,535204,7.78,,,250000.0,100.0,,,0.08947,3.885882
Akalka Kakkar .,1,348012,348012.0,1.77,348012.0,1.77,348012.0,GARNETINT,512493,218.73,,,,0.0,,,3.871521,3.871521
UDESINH BHIKHAJI CHAUHAN,1,11250000,11250000.0,5.01,11250000.0,5.01,11250000.0,SELLWIN,538875,77.14,,,11250000.0,100.0,,,3.864714,3.864714
JITENDRASINH CHAUHAN,1,11250000,11250000.0,5.01,11250000.0,5.01,11250000.0,SELLWIN,538875,77.14,,,11250000.0,100.0,,,3.864714,3.864714
AJAY NANAKBHAI JANI,1,11250000,11250000.0,5.01,11250000.0,5.01,11250000.0,SELLWIN,538875,77.14,,,11250000.0,100.0,,,3.864714,3.864714
AKASHBHAI CHAUDHARI,1,6565725,6565725.0,6.57,6565725.0,6.57,6565725.0,REALECO,530053,58.8,,,,,,,3.86316,3.86316
ROHAN BHAVANI,1,272100,272100.0,1.19,272100.0,1.19,272100.0,BARODARY,500270,324.42,,,,,,,3.860598,3.860598
Hiren Kishor Deshpande [The shares are held in Demat Escrow Account],1,329276,329276.0,1.55,329276.0,1.55,329276.0,JYOTHI,531537,249.03,,1.5,329276.0,100.0,,,3.859965,3.859965
VINOD AGGARWAL,1,800000,800000.0,6.0,800000.0,6.0,800000.0,GROVY,539522,64.33,,,,,,,3.8598,3.8598
SANJAY BADRILAL PUNGLIA,1,154311,154311.0,1.42,154311.0,1.42,154311.0,NIMBSPROJ,511714,271.49,,,,,,,3.855158,3.855158
G NIRMALA JYOTHI,1,7371368,7371368.0,9.36,7371368.0,9.36,7371368.0,GAYATRIBI,524564,41.15,,,,,,,3.8516399999999993,3.8516399999999993
PRASHANT ARVIND KARULKAR,1,1261973,1261973.0,1.6,1261973.0,1.6,1261973.0,STARHFL,539017,240.68,,1.43,,0.0,,,3.85088,3.85088
MANKHUSHKAUR SARNA,1,5443000,5443000.0,2.91,5443000.0,2.91,5443000.0,GAYAPROJ,532767,132.16,,,,,,,3.845856,3.845856
MEHUL MADHUSUDAN SHAH,1,208125,208125.0,1.56,208125.0,1.56,208125.0,VIPULORG,530627,246.36,,1.56,,0.0,,,3.843216,3.843216
AMIT AGARWALLA,1,273000,273000.0,1.33,273000.0,1.33,273000.0,BBTCL,543668,288.08,,,,,,,3.831464,3.831464
EURO GRANIT ENTERPRISE,1,39933,39933.0,1.22,39933.0,1.22,,MIDWEST,526570,312.99,,,,,,,3.818478,3.818478
KIRAN KUMARI SARDA,1,127000,127000.0,1.12,127000.0,1.12,127000.0,THOMASCOTT,533941,340.83,,1.12,,0.0,,,3.817296,3.817296
SHEETAL DUGAR,1,465000,465000.0,2.64,465000.0,2.64,465000.0,VJTFEDU,509026,144.5,,,,,,,3.8148,3.8148
SIDDHANT SHIRISH SHAH,1,39298305,39298305.0,5.11,39298305.0,5.11,39298305.0,RAJNISH,541601,74.54,,,,,,,3.8089940000000007,3.8089940000000007
KASI REDDY SUDHIRAMMA,1,384719,384719.0,1.64,384719.0,1.64,384719.0,INTENTECH,532326,232.12,,,,0.0,,,3.806768,3.806768
Siddhartha Ashok Sikchi,1,150000,150000.0,1.01,150000.0,1.01,150000.0,AVG,543910,376.7,,0.96,150000.0,100.0,,,3.80467,3.80467
KINNARI VAIBHAV SHAH,1,6500000,6500000.0,3.4,6500000.0,3.4,6500000.0,SAMBHAAV,511630,111.8,,,,,,,3.8012,3.8012
HARISH KUMAR AGARWAL,1,230000,230000.0,2.61,230000.0,2.61,230000.0,HIMTEK,505712,145.39,,2.23,230000.0,100.0,,,3.794679,3.794679
Mahesh Lalwani,1,605456,605456.0,3.82,605456.0,3.83,605456.0,SURJIND,526211,99.33,,,,0.0,,,3.794406,3.794406
NARENDRAKUMAR BHAGWANDAS GUPTA,1,119007,119007.0,2.35,119007.0,2.35,119007.0,BERLDRG,524606,12.14,,,,,,,0.28529,3.784037
NARENDRAKUMAR BHAGWANDAS GUPTA,1,1505679,1505679.0,1.47,1505679.0,1.47,1505679.0,VIRINCHI,532372,238.01,,,,0.0,,,3.498747,3.784037
Mena Harilal Sattarshakwala,1,306201,306201.0,1.36,306201.0,1.36,306201.0,TTL,514142,278.08,,1.31,,0.0,,,3.781888,3.781888
Parveen Kumar Gupta,1,7582400,7582400.0,1.9,7582400.0,1.9,7582400.0,ISWL,513361,198.64,,,,0.0,,,3.77416,3.77416
Manoj Kumar Arora,1,1972800,1972800.0,1.16,1972800.0,1.16,1972800.0,ALMONDZ,531400,325.27,,1.06,,,,,3.773132,3.773132
Pankaj Karnawat,1,390383,390383.0,1.14,390383.0,1.14,390383.0,BATLIBOI,522004,330.82,,,,,,,3.771348,3.771348
NISHA KANUBHAI MAKWANA,1,4948000,4948000.0,4.12,4948000.0,4.12,4948000.0,CHLOGIST,531977,91.39,,4.12,,0.0,,,3.765268,3.765268
SHEETAL SHARMA,1,518110,518110.0,2.32,518110.0,2.32,518110.0,7SEASL,540874,162.26,,,500000.0,96.5,,,3.7644319999999993,3.7644319999999993
SUDHIR GHANSHYAMDAS KHANDELWAL,1,999999,999999.0,1.29,999999.0,1.29,999999.0,COUNCODOS,531624,50.59,,,,,,,0.652611,3.763187
SUDHIR GHANSHYAMDAS KHANDELWAL,1,1827804,1827804.0,1.12,1827804.0,1.12,1827804.0,CCHHL,526550,277.73,,,,,,,3.1105760000000005,3.763187
Pragna Ravindra Ved,1,1722000,1722000.0,1.28,1722000.0,1.28,1722000.0,JAYSYNTH,524592,293.82,,,,,,,3.760896,3.760896
LAXMI MULA,1,800000,800000.0,4.87,800000.0,4.87,800000.0,VSFPROJ,519331,77.19,,,,,,,3.759153,3.759153
SWATI SURAJRATAN AGRAWAL,1,370600,370600.0,5.3,370600.0,5.3,370600.0,JAMSHRI,502901,70.91,,,,,,,3.75823,3.75823
Ashok Sachdeva,1,336000,336000.0,2.17,336000.0,2.17,336000.0,ACTIVE,541144,172.73,,,,,,,3.748241,3.748241
Kulin Shantilal Vora,1,231009,231009.0,1.18,231009.0,1.18,231009.0,MANCREDIT,505850,317.62,,1.09,,0.0,,,3.747916,3.747916
DHRREAJ KUMAR LOHIA,1,236468,236468.0,2.14,236468.0,2.14,236468.0,SUPERHOUSE,523283,175.13,,,,,,,3.747782,3.747782
The Estate Of Bharat Jayantilal Patel,1,320139,320139.0,2.44,320139.0,2.44,320139.0,NAGPI,532362,153.35,,,,,,,3.74174,3.74174
Uttam Shah,1,59154,59154.0,1.32,59154.0,1.32,59154.0,REFEXRENEW,531260,283.26,,,,,,,3.739032,3.739032
KAREEPADATH GOPALAKRISHNAN VINESH,1,1224306,1224306.0,4.09,1224306.0,4.09,1224306.0,SUPRAPFSL,540168,91.38,,,,0.0,,,3.737442,3.737442
Deven M Shah,1,1589060,1589060.0,1.2,1589060.0,1.2,1589060.0,DRCSYSTEMS,543268,311.43,,,,,,,3.73716,3.73716
AMITKUMAR DINESHBHAI PANCHAL,1,3300000,3300000.0,4.62,3300000.0,4.62,3300000.0,PULSRIN,512591,80.81,,,,,,,3.733422,3.733422
NILESHKUMAR RAMNIKLAL PANCHAL,1,3300000,3300000.0,4.62,3300000.0,4.62,3300000.0,PULSRIN,512591,80.81,,,,,,,3.733422,3.733422
SK Goyal,1,183999,183999.0,1.83,183999.0,1.83,183999.0,DOLFIN,542013,203.91,,,,,,,3.731553,3.731553
JITENDRA JAYANTILAL GANDHI,1,200529,200529.0,1.34,200529.0,1.34,200529.0,EMERALL,507265,278.44,,,,,,,3.731096,3.731096
Shruthi M,1,5000000,5000000.0,4.57,5000000.0,4.57,5000000.0,ROYALIND,512047,81.56,,3.95,5000000.0,100.0,,,3.727292,3.727292
RAKSHA GORWARA,1,2999601,2999601.0,1.28,2999601.0,1.28,2999601.0,PILITA,500327,291.17,,,,,,,3.726976000000001,3.726976000000001
Tanvi Jignesh Mehta,1,125379,125379.0,2.12,125379.0,2.12,125379.0,MAKERSL,506919,81.45,,,,,,,1.7267400000000002,3.7234760000000007
Tanvi Jignesh Mehta,1,33516,33516.0,1.12,33516.0,1.12,33516.0,ECOPLAST,526703,178.28,,,,0.0,,,1.9967360000000005,3.7234760000000007
Vikas Kataria,1,1244990,1244990.0,2.42,1244990.0,2.42,1244990.0,CGFL,539598,153.77,,,,,,,3.721234,3.721234
ROHIT SIDDAREDDY VENKAT,1,96800,480375.0,1.22,96800.0,0.4,480375.0,SHINDL,519397,304.2,,,,,383575.0,,3.71124,3.71124
PRINCI JAIN,1,531714,531714.0,17.72,531714.0,17.72,531714.0,OCTAVIUSPL,542938,20.94,,,,,,,3.710568,3.710568
MILKFOOD LTD. - BONUS SUSPENSE ESCOW DEMAT ACCOUNT,1,499278,499278.0,2.05,499278.0,2.05,499278.0,MLKFOOD,507621,180.84,,,,,,,3.70722,3.70722
Mohit K Chheda,1,1237935,1237935.0,2.41,1237935.0,2.41,1237935.0,CGFL,539598,153.77,,,,,,,3.705857,3.705857
SUNIL RAMESHCHANDRA AMIN,1,162981,162981.0,2.66,162981.0,2.66,162981.0,MACPLASQ,523248,138.97,,,,,,,3.696602,3.696602
Shantaben Jayarambhai Patel,1,248839,248839.0,1.3,248839.0,1.3,248839.0,PANCHMAHQ,513511,284.17,,,,,,,3.69421,3.69421
Mangal Bhanshali,1,2370274,2370274.0,1.75,2370274.0,1.75,2370274.0,PRAXIS,540901,210.85,,1.4,,0.0,,,3.689875,3.689875
SUDHA SINGHVI,1,180038,180038.0,1.9,180038.0,1.9,180038.0,GGAUTO,531399,184.16,,,,0.0,,,3.49904,3.688565
SUDHA SINGHVI,1,150000,150000.0,1.05,150000.0,1.05,150000.0,YUNIKM,533149,18.05,,,,,,,0.189525,3.688565
PRAGYESH KUMAR SINGH,1,487538,487538.0,1.26,487538.0,1.26,487538.0,UFO,539141,292.2,,,,,,,3.68172,3.68172
ROOP CHAND BETALA,1,90000,90000.0,2.07,90000.0,2.07,90000.0,KANCHI,538896,177.75,,,,,,,3.679425,3.679425
KABRA SUNIL MURLIMANOHAR,1,254250,254250.0,1.02,254250.0,1.02,254250.0,SGFRL,543391,360.5,,,,,,,3.6771,3.6771
NITIN DALPATLAL SHAH,1,213300,213300.0,1.06,213300.0,1.06,213300.0,INDOUS,541304,346.7,,,,0.0,,,3.67502,3.67502
DEVENDRA K. KOTHARI,1,345000,345000.0,9.46,345000.0,9.46,345000.0,CSURGSU,531380,38.74,,,,,,,3.664804,3.664804
B SUBBA REDDY,1,467400,467400.0,1.26,467400.0,1.26,467400.0,OXYGENTAPH,524636,290.47,,,,0.0,,,3.659922,3.659922
KUNAL NAHAR (HUF),1,2530000,2530000.0,1.13,2530000.0,1.13,2530000.0,NAVKARURB,531494,323.84,,,,0.0,,,3.659392,3.659392
Kamal Vithalbhai Patel,1,850000,850000.0,1.61,850000.0,1.61,725500.0,BHARATAGRI,531862,226.91,,,,,,,3.653251,3.653251
HEMANTH KUMAR CHEBROLU,1,1070000,1070000.0,4.28,1070000.0,4.28,1070000.0,PROMAX,543375,85.23,,,,0.0,,,3.647844000000001,3.647844000000001
JASSOO SINGH BASI,1,113614,113614.0,2.27,113614.0,2.27,113614.0,SAMRATFORG,543229,160.5,,,,,,,3.64335,3.64335
Bharati Kamal Morarka,1,1495659,1495659.0,10.34,1495659.0,10.34,1495659.0,PNC,532387,35.23,,,,,,,3.642782,3.642782
Ramling Nivruti Ghavle (HUF),1,250000,250000.0,1.01,250000.0,1.01,,SGFRL,543391,360.5,,,,,,,3.64105,3.64105
NATVARSINH T CHAVDA .,1,211233,211233.0,1.05,211233.0,1.05,211233.0,INDOUS,541304,346.7,,,,0.0,,,3.64035,3.64035
SHREEVAISHNO RATHI,1,250000,250000.0,1.06,250000.0,1.06,250000.0,MINID,523373,343.28,,,250000.0,100.0,,,3.638768,3.638768
MADHU AMIT MUNDRA,1,250000,250000.0,1.06,250000.0,1.06,250000.0,MINID,523373,343.28,,,250000.0,100.0,,,3.638768,3.638768
FUNALI RAKESH DOSHI,1,500000,500000.0,6.41,500000.0,6.41,500000.0,HILIKS,539697,56.74,,4.63,500000.0,100.0,,,3.637034,3.637034
AARYA RAKESH DOSHI,1,500000,500000.0,6.41,500000.0,6.41,500000.0,HILIKS,539697,56.74,,4.63,500000.0,100.0,,,3.637034,3.637034
Meena Vithalbhai Patel,1,845000,845000.0,1.6,845000.0,1.6,,BHARATAGRI,531862,226.91,,,,,,,3.63056,3.63056
HITESH KUVELKAR,1,374022,374022.0,1.34,374022.0,1.34,374022.0,INOVSYNTH,533315,223.01,,,,0.0,,,2.988334,3.629674
HITESH KUVELKAR,1,121427,121427.0,1.26,121427.0,1.26,121427.0,SANDUPHQ,524703,50.9,,,,0.0,,,0.64134,3.629674
BHANU SATISHCHANDRA DOSHI,1,186448,186448.0,1.3,186448.0,1.3,186448.0,NTCIND,526723,279.08,,1.28,,0.0,,,3.62804,3.62804
TARUNA KIRTIKUMAR JAIN,1,123000,123000.0,1.02,123000.0,1.02,123000.0,DYNPRO,532707,355.02,,0.99,,0.0,,,3.621204,3.621204
SRINIVASULU GONUGUNTLA,1,470030,470030.0,1.06,470030.0,1.06,470030.0,OILCOUNTUB,500313,341.3,,0.81,,0.0,,,3.61778,3.61778
SMITA SONI,1,517500,517500.0,1.1,517500.0,1.1,517500.0,QUINT,539515,328.21,,,,,,,3.61031,3.61031
ARVIND BOTHRA HUF,1,500000,500000.0,5.58,500000.0,5.58,,INTRGLB,511391,64.59,,3.66,500000.0,100.0,,,3.604122,3.604122
NARESH SARAAF,1,142452,142452.0,1.4,142452.0,1.4,142452.0,LOYAL,539227,257.4,,,,0.0,,,3.6035999999999992,3.6035999999999992
GULLU ASSOMULL,1,37500,37500.0,1.15,37500.0,1.15,,MIDWEST,526570,312.99,,,,,,,3.599385,3.599385
POOJA RAJESH BHANUSHALI,1,370269,370269.0,3.6,370269.0,3.6,370269.0,ASPIRA,540788,99.7,,,,,,,3.5892000000000004,3.5892000000000004
Sachin Seth,1,275719,275719.0,3.96,275719.0,3.96,275719.0,CHOKSILA,526546,90.55,,,,,,,3.58578,3.58578
ANIL KANTIPRASAD PODDAR,1,1997469,1997469.0,1.99,1997469.0,1.99,1997469.0,YAARI,533520,152.07,,,,,,,3.026193,3.580495
ANIL KANTIPRASAD PODDAR,1,240969,240969.0,1.19,240969.0,1.19,240969.0,ELFORGE,531144,46.58,,,,,,,0.554302,3.580495
GURVEEN KAUR BHATIA,1,219502,219502.0,5.79,219502.0,5.79,219502.0,SILVOAK,531635,61.78,,,,,,,3.577062,3.577062
Raj Kishore Kaushik,1,357499,357499.0,6.26,357499.0,6.26,357499.0,AUTOPINS,531994,57.07,,,,,,,3.572582,3.572582
MINAXI JAIN,1,343262,343262.0,1.76,343262.0,1.76,343262.0,HBESD,532334,202.97,,1.5,,,,,3.5722720000000003,3.5722720000000003
HASHMUKHBHAI PARSHOTTAMDAS PATEL,1,5741830,5741830.0,1.28,5741830.0,1.28,5741830.0,EXXARO,543327,278.29,,,,,,,3.5621120000000004,3.5621120000000004
HEENA RAJESH SHAH,1,500000,500000.0,1.07,500000.0,1.07,500000.0,ALSL,535916,332.64,,,500000.0,100.0,,,3.559248,3.559248
SONAL PARAG SHAH,1,500000,500000.0,1.07,500000.0,1.07,500000.0,ALSL,535916,332.64,,,500000.0,100.0,,,3.559248,3.559248
JAYESH PANNALAL CHOKSI,1,500000,500000.0,1.07,500000.0,1.07,500000.0,ALSL,535916,332.64,,,500000.0,100.0,,,3.559248,3.559248
TARULATA LATIN SHAH,1,500000,500000.0,1.07,500000.0,1.07,500000.0,ALSL,535916,332.64,,,500000.0,100.0,,,3.559248,3.559248
